logged_at,schema_version,kind,engine,run_id,run_id_short,spec_source,scenario_title,scenario_source,pair_key,pair_key_full,trials,wins_attacker,wins_defender,draws,no_result,attacker_win_rate,defender_win_rate,draw_rate,no_result_rate,avg_time,attacker_pos,defender_pos,start_distance,encounter_type,defender_count,a_name,a_level,a_hp,a_atk,a_role,a_cost,a_range,a_attack_speed,a_move_speed,a_target_type,a_attack_type,a_hp_per_level,a_atk_per_level,d_name,d_level,d_hp,d_atk,d_role,d_cost,d_range,d_attack_speed,d_move_speed,d_target_type,d_attack_type,d_hp_per_level,d_atk_per_level,a_perk_count,d_perk_count,perk_count_adv,a_has_perk_armor,a_has_perk_cleave,a_has_perk_duelist,a_has_perk_execute,a_has_perk_fury,a_has_perk_haste,a_has_perk_lifesteal,a_has_perk_longshot,a_has_perk_rapid,a_has_perk_shield,d_has_perk_armor,d_has_perk_cleave,d_has_perk_duelist,d_has_perk_execute,d_has_perk_fury,d_has_perk_haste,d_has_perk_lifesteal,d_has_perk_longshot,d_has_perk_rapid,d_has_perk_shield,perk_adv_armor,perk_adv_cleave,perk_adv_duelist,perk_adv_execute,perk_adv_fury,perk_adv_haste,perk_adv_lifesteal,perk_adv_longshot,perk_adv_rapid,perk_adv_shield,a_dps,d_dps,a_ttk_est,d_ttk_est,dps_adv,range_adv,ttk_adv,label_majority_winner,label_attacker_better
2025-12-24T21:12:03,v1,scenario_preset,run_duel_trials_2d,6460cb92-d064-480f-95d0-21befcf20489,6460cb92,units_ssot,D1: Knight vs Goblin (duel),battle_scenarios_duel.md,Knight__vs__Goblin__duel__x1,Knight@L1|none__vs__Goblin@L1|none__duel__x1__dist5,200,200,0,0,0,1.0,0.0,0.0,0.0,6.0,"[0.0, 0.0]","[5.0, 0.0]",5.0,duel,1,Knight,1,120,15,tower,80,1,1.0,0.0,ground,melee,35,4,Goblin,1,60,8,ground_enemy,40,1,1.3,1.8,tower,melee,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,10.4,4.0,11.538461538461538,4.6,0.0,7.538461538461538,attacker,1
2025-12-24T21:12:03,v1,scenario_preset,run_duel_trials_2d,6460cb92-d064-480f-95d0-21befcf20489,6460cb92,units_ssot,D2: Archer vs Runner (duel),battle_scenarios_duel.md,Archer__vs__Runner__duel__x1,Archer@L1|none__vs__Runner@L1|none__duel__x1__dist6,200,200,0,0,0,1.0,0.0,0.0,0.0,1.6666666666666683,"[0.0, 0.0]","[6.0, 0.0]",6.0,duel,1,Archer,1,80,20,tower,100,4,1.2,0.0,both,ranged,25,6,Runner,1,40,6,ground_enemy,35,1,1.5,2.5,tower,melee,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,9.0,1.6666666666666667,8.88888888888889,15.0,3.0,7.222222222222222,attacker,1
2025-12-24T21:12:03,v1,scenario_preset,run_duel_trials_2d,6460cb92-d064-480f-95d0-21befcf20489,6460cb92,units_ssot,D3: AntiAir Tower vs Wyvern (duel),battle_scenarios_duel.md,AntiAir Tower__vs__Wyvern__duel__x1,AntiAir Tower@L1|none__vs__Wyvern@L1|none__duel__x1__dist7,200,200,0,0,0,1.0,0.0,0.0,0.0,5.999999999999997,"[0.0, 0.0]","[7.0, 0.0]",7.0,duel,1,AntiAir Tower,1,90,22,tower,130,5,1.0,0.0,air,ranged,25,6,Wyvern,1,90,14,air_enemy,110,1,1.0,2.0,tower,melee,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,14.0,4.090909090909091,6.428571428571429,8.0,4.0,2.337662337662338,attacker,1
2025-12-24T21:12:03,v1,scenario_preset,run_duel_trials_2d,6460cb92-d064-480f-95d0-21befcf20489,6460cb92,units_ssot,D4: Mage vs Armored Orc (duel),battle_scenarios_duel.md,Mage__vs__Armored Orc__duel__x1,Mage@L1|none__vs__Armored Orc@L1|none__duel__x1__dist5,200,200,0,0,0,1.0,0.0,0.0,0.0,11.111111111111107,"[0.0, 0.0]","[5.5, 0.0]",5.5,duel,1,Mage,1,70,25,tower,120,3,0.9,0.0,ground,magic,20,7,Armored Orc,1,180,12,ground_enemy,90,1,0.8,1.0,tower,melee,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,9.600000000000001,8.0,7.291666666666665,12.899999999999999,2.0,-0.7083333333333348,attacker,1
2025-12-24T21:12:03,v1,scenario_preset,run_duel_trials_2d,6460cb92-d064-480f-95d0-21befcf20489,6460cb92,units_ssot,D5: Tank vs Ogre Boss (duel),battle_scenarios_duel.md,Tank__vs__Ogre Boss__duel__x1,Tank@L1|none__vs__Ogre Boss@L1|none__duel__x1__dist4,200,0,200,0,0,0.0,1.0,0.0,0.0,19.999999999999996,"[0.0, 0.0]","[4.5, 0.0]",4.5,duel,1,Tank,1,200,10,tower,150,1,0.7,0.0,ground,melee,40,3,Ogre Boss,1,400,20,boss_enemy,200,1,0.6,0.8,tower,melee,60,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,12.0,57.142857142857146,16.666666666666668,-5.0,0.0,-40.47619047619048,defender,0
2025-12-24T21:12:03,v1,scenario_preset,run_duel_trials_2d,6460cb92-d064-480f-95d0-21befcf20489,6460cb92,units_ssot,D6) Archer vs Runner (close start),battle_scenarios_duel.md,Archer__vs__Runner__duel__x1,Archer@L1|none__vs__Runner@L1|none__duel__x1__dist3,300,300,0,0,0,1.0,0.0,0.0,0.0,1.666666666666674,"[0.0, 0.0]","[3.0, 0.0]",3.0,duel,1,Archer,1,80,20,tower,100,4,1.2,0.0,both,ranged,25,6,Runner,1,40,6,ground_enemy,35,1,1.5,2.5,tower,melee,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,9.0,1.6666666666666667,8.88888888888889,15.0,3.0,7.222222222222222,attacker,1
2025-12-24T21:12:03,v1,scenario_preset,run_duel_trials_2d,6460cb92-d064-480f-95d0-21befcf20489,6460cb92,units_ssot,D7) Archer vs Runner (far start),battle_scenarios_duel.md,Archer__vs__Runner__duel__x1,Archer@L1|none__vs__Runner@L1|none__duel__x1__dist9,300,300,0,0,0,1.0,0.0,0.0,0.0,3.333333333333348,"[0.0, 0.0]","[9.0, 0.0]",9.0,duel,1,Archer,1,80,20,tower,100,4,1.2,0.0,both,ranged,25,6,Runner,1,40,6,ground_enemy,35,1,1.5,2.5,tower,melee,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,9.0,1.6666666666666667,8.88888888888889,15.0,3.0,7.222222222222222,attacker,1
2025-12-24T21:12:03,v1,scenario_preset,run_duel_trials_2d,6460cb92-d064-480f-95d0-21befcf20489,6460cb92,units_ssot,D8) Archer vs Goblin (mid start),battle_scenarios_duel.md,Archer__vs__Goblin__duel__x1,Archer@L1|none__vs__Goblin@L1|none__duel__x1__dist6,300,300,0,0,0,1.0,0.0,0.0,0.0,3.333333333333348,"[0.0, 0.0]","[6.0, 0.0]",6.0,duel,1,Archer,1,80,20,tower,100,4,1.2,0.0,both,ranged,25,6,Goblin,1,60,8,ground_enemy,40,1,1.3,1.8,tower,melee,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,10.4,2.5,7.692307692307692,13.6,3.0,5.192307692307692,attacker,1
2025-12-24T21:12:03,v1,scenario_preset,run_duel_trials_2d,6460cb92-d064-480f-95d0-21befcf20489,6460cb92,units_ssot,D9) Mage vs Runner (mid start),battle_scenarios_duel.md,Mage__vs__Runner__duel__x1,Mage@L1|none__vs__Runner@L1|none__duel__x1__dist6,300,300,0,0,0,1.0,0.0,0.0,0.0,3.333333333333348,"[0.0, 0.0]","[6.0, 0.0]",6.0,duel,1,Mage,1,70,25,tower,120,3,0.9,0.0,ground,magic,20,7,Runner,1,40,6,ground_enemy,35,1,1.5,2.5,tower,melee,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,9.0,1.7777777777777777,7.777777777777778,13.5,2.0,6.0,attacker,1
2025-12-24T21:12:03,v1,scenario_preset,run_duel_trials_2d,6460cb92-d064-480f-95d0-21befcf20489,6460cb92,units_ssot,D10) Mage vs Runner (very far start),battle_scenarios_duel.md,Mage__vs__Runner__duel__x1,Mage@L1|none__vs__Runner@L1|none__duel__x1__dist10,300,300,0,0,0,1.0,0.0,0.0,0.0,4.444444444444429,"[0.0, 0.0]","[10.0, 0.0]",10.0,duel,1,Mage,1,70,25,tower,120,3,0.9,0.0,ground,magic,20,7,Runner,1,40,6,ground_enemy,35,1,1.5,2.5,tower,melee,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,9.0,1.7777777777777777,7.777777777777778,13.5,2.0,6.0,attacker,1
